Khon1.MoonMJ2000Eq.X      Khon1.MoonMJ2000Eq.Y      Khon1.MoonMJ2000Eq.Z      Khon2.MoonMJ2000Eq.X      Khon2.MoonMJ2000Eq.Y      Khon2.MoonMJ2000Eq.Z      Khon3.MoonMJ2000Eq.X      Khon3.MoonMJ2000Eq.Y      Khon3.MoonMJ2000Eq.Z      Khon4.MoonMJ2000Eq.X      Khon4.MoonMJ2000Eq.Y      Khon4.MoonMJ2000Eq.Z      Khon5.MoonMJ2000Eq.X      Khon5.MoonMJ2000Eq.Y      Khon5.MoonMJ2000Eq.Z      Khon6.MoonMJ2000Eq.X      Khon6.MoonMJ2000Eq.Y      Khon6.MoonMJ2000Eq.Z      Khon7.MoonMJ2000Eq.X      Khon7.MoonMJ2000Eq.Y      Khon7.MoonMJ2000Eq.Z      Khon8.MoonMJ2000Eq.X      Khon8.MoonMJ2000Eq.Y      Khon8.MoonMJ2000Eq.Z      
-4894.279069898243        -3470.34798621526         -5185.01366996381         4157.353785587009         -4397.082713990734        -6566.505570349807        -565.7165926488815        -5799.855682403984        -8663.250311231459        2438.216240414476         1036.850496762869         1550.222134468451         4900.493062080583         3460.59347280112          -5172.001330397601        615.9664934543543         5794.832310534141         -8657.792553712468        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4882.060632933804        -3492.563439819467        -5218.207379363535        4175.864651626674         -4380.234120789013        -6541.313926568677        -539.8089809017256        -5801.763647810527        -8666.091854570201        2359.106087592139         1065.207555072877         1592.580614166116         4888.367190402641         3482.859621406737         -5205.293403031887        590.1083398455521         5796.889866958023         -8660.881296748485        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4869.670919095282        -3514.656270900421        -5251.217908629958        4194.271688491281         -4363.276387009537        -6515.959113892764        -513.8927522680024        -5803.581684674107        -8668.798966719056        2278.512899868889         1092.894677659235         1633.937455951818         4876.069398821332         3505.002999825578         -5238.402230668245        564.2410284549696         5798.857339968701         -8663.835460922201        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4857.111887737701        -3536.626806122134        -5284.045745140684        4212.573790803843         -4346.209263940982        -6490.440761655467        -487.9683120866539        -5805.30981573218         -8671.371681233315        2196.444314010558         1119.873816122534         1674.235785330384         4863.60165966826          3527.023935506848         -5271.328301423724        538.3649653039756         5800.734754271776         -8666.655081616351        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4844.385469921515        -3558.475371015811        -5316.691374579736        4230.769840577384         -4329.032500970206        -6464.758496368406        -462.0360651638475        -5806.94806260569         -8673.810030003777        2112.911441725562         1146.106066864624         1713.417449708781         4850.965916721383         3548.922754793806         -5304.072101755417        512.4805558247026         5802.522133450402         -8669.340192537362        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4831.493568974664        -3580.202289923996        -5349.155280854189        4248.858706996252         -4311.745845581085        -6438.911941719809        -436.0964158010902        -5808.496445800294        -8676.114043258451        2027.929117797932         1171.551777390967         1751.423177340854         4838.16408577282          3570.699782866635         -5336.634116375149        486.5882048882195         5804.219499966479         -8671.890825717273        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4818.438061041583        -3601.807885947899        -5381.43794601543         4266.839246193005         -4294.349043353723        -6412.900718573655        -410.1497678232845        -5809.954984707379        -8678.283749564289        1941.516143717454         1196.170670835098         1788.192763519502         4825.198055183515         3592.355343688367         -5369.014828168758        460.6883168325876         5805.826875161845         -8674.307011515426        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4805.22079561901         -3623.29248089742         -5413.539850184694        4284.710301020765         -4276.841837963992        -6386.724444969353        -384.1965246063774        -5811.323697605258        -8680.319175828801        1853.695522829832         1219.921989473689         1823.66528516289          4812.069686424977         3613.889759953716         -5401.214718119838        434.7812954912661         5807.344279259356         -8676.588778620178        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4791.843596079445        -3644.656395244121        -5445.461471482733        4302.470700820675         -4259.223971183645        -6360.382736122294        -358.2370891054743        -5812.602601660037        -8682.22034730154         1764.494682568184         1242.764657741558         1857.779344551484         4798.780814608152         3635.30335304077          -5433.234265237654        408.8675442207605         5808.771731363959         -8678.73615405045         -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4778.308260182326        -3665.899948076752        -5477.203285963464        4320.119261184765         -4241.495182881015        -6333.875204425072        -332.2718638822553        -5813.791712926701        -8683.987287575525        1673.945678905817         1264.657464936929         1890.473342493366         4785.333248999435         3656.596442965529         -5465.073946489123        382.9474659287371         5810.109249463625         -8680.749163157278        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4764.616560572933        -3687.023457059317        -5508.765767551362        4337.65478371369          -4223.655211022065        -6307.201459449527        -306.3012511328561        -5814.891046349803        -8685.620018588612        1582.085377807904         1285.559267426172         1921.685780621905         4771.728773525392         3677.769348338712         -5496.734236734657        357.0214631018462         5811.356850430311         -8682.627829625126        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4750.770245270105        -3708.027238391544        -5540.149387982412        4355.07605576975          -4205.703791672189        -6280.361107949531        -280.3256527152844        -5815.900615764491        -8687.118560624673        1488.955608187302         1305.429209713358         1951.355591866755         4757.969147265132         3698.822386325308         -5528.215608667582        331.0899378336035         5812.514550020773         -8684.372175473254        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4736.77103814244         -3728.91160677161         -5571.354616748664        4372.381850224279         -4187.640658998309        -6253.353753864867        -254.3454701770679        -5816.820433897054        -8688.482932314844        1394.603280709009         1324.226963239344         1979.422497390013         4744.056104931398         3719.7558726063           -5559.518532757153        305.1532918517478         5813.582362877409         -8685.982221056911        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4722.620639373665        -3749.6768753613          -5602.381921045802        4389.570925200242         -4169.465545271931        -6226.178998325791        -228.3611047825543        -5817.650512365799        -8689.713150638476        1299.080466777377         1341.912981222034         2005.827387459081         4729.991357340768         3740.570121342782         -5590.643477194943        279.2119265463552         5814.56030252896          -8687.457985068468        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4708.320725917001        -3770.323355752887        -5633.231765724136        4406.642023808789         -4151.17818087255         -6198.836439658684        -202.3729575405596        -5818.390861681604        -8690.809230924249        1202.444432199933         1358.448767262365         2030.512722854692         4715.776591872855         3761.265445141966         -5621.590907844322        253.2662429969641         5815.448381391267         -8688.799484538467        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4693.872951939527        -3790.851357938285        -5663.904613242368        4423.59387388092          -4132.778294291958        -6171.325673392712        -176.3814292316674        -5819.04149124847         -8691.771186850965        1104.757620390505         1373.797154832631         2053.422952515612         4701.413472918735         3781.842155025573         -5652.361288193089        227.3166420005145         5816.246610767761         -8690.006734836556        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4679.278949256113        -3811.261190280085        -5694.400923624329        4440.425187692803         -4114.265612139017        -6143.646292267542        -150.3869204352377        -5819.60240936419         -8692.599030448371        1006.087580557272         1387.922594169184         2074.504942238273         4686.903642319725         3802.30056039989          -5682.955079308929        201.3635240984731         5816.95500085011          -8691.079749672324        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4664.540327753639        -3831.55315948432         -5724.721154418425        4457.134661685617         -4095.639859145478        -6115.797886242159        -124.3898315572878        -5820.073623220582        -8693.292772097877        906.5068371357629         1400.791442531132         2093.708408420134         4672.248719795607         3822.640969027882         -5713.372739797807        175.4072896044236         5817.573560718738         -8692.018541096157        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4649.658675805724        -3851.72757057508         -5754.865760659697        4473.720976179349         -4076.900758172182        -6087.780042504834        -98.39056285721017        -5820.455138904101        -8693.852420533236        806.0926977595082         1412.372253298527         2110.986350104926         4657.450303363497         3842.863687002915         -5743.614725764826        149.4483386315987         5818.102298343234         -8692.823119499793        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4634.635560677678        -3871.784726870741        -5784.835194834319        4490.182795080182         -4058.048030216509        -6059.592345484401        -72.38951447536238        -5820.7469613961          -8694.277982840998        704.9269982934929         1422.636058991135         2126.295471997902         4642.509969747101         3862.96901872434          -5773.681490777788        123.4870711199474         5818.541220582643         -8693.493493617032        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4619.472528922895        -3891.724929961725        -5814.62990684656         4506.518765581772         -4039.081394420384        -6031.234376862747        -46.38708646007581        -5820.949094573065        -8694.569464461005        603.0957848561811         1431.556643018761         2139.59659070721          4627.429274776776         3882.957266874582         -5803.573485833098        97.52388686366612         5818.890333185933         -8694.02967052412         -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4604.171106770169        -3911.548479690013        -5844.250343987922        4522.727517860185         -4020.000568079296        -6002.705715588658        -20.38367879483849        -5821.061541206931        -8694.72686918675         500.6889342897339         1439.110794845736         2150.855016267131         4612.209753780859         3902.828732397931         -5833.291159323984        71.55918553844094         5819.149640792195         -8694.431655640292        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4588.732800502155        -3931.255674129789        -5873.696950908547        4538.807664761553         -4000.80526665214         -5974.005937893133        5.620308574230876         -5821.084302965173        -8694.750199165632        397.7997161534149         1445.278543284629         2160.040901039785         4596.852921967744         3922.583714480599         -5862.834957010957        45.59336672880454         5819.319146930764         -8694.69945272796         -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4573.159096825926        -3950.84680956963         -5902.970169590568        4554.757801483735         -3981.495203772327        -5945.134617306132        31.62447571166558         -5821.01738041098         -8694.639454899181        294.5243009623373         1450.043362839671         2167.129548397323         4581.360274800274         3942.222510532301         -5892.205321994377        19.62682995520299         5819.398854021536         -8694.833063893049        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4557.451463234902        -3970.322180496121        -5932.07043932355         4570.576505250239         -3962.07009125952         -5916.091324674897        57.62842266511871         -5820.860773003224        -8694.394635243138        190.9612210022169         1453.392348413792         2172.101674173886         4565.733288360934         3961.745416169317         -5921.402694688994        -6.340025298530236        5819.388763374824         -8694.832489585053        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4541.611348362931        -3989.682079578517        -5960.998196681743        4586.262334977509         -3942.529639132845        -5886.875628183872        83.63174943835475         -5820.614479096577        -8694.015737407404        87.21079153614119         1455.316354273818         2174.943614744087         4549.973419709771         3981.15272519851          -5950.427512800467        -32.30679955793312        5819.288875191589         -8694.697728597166        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4525.640182330913        -4008.9267976548          -5989.753875503156        4601.813830934407         -3922.873555625032        -5857.487093376389        109.6340559639502         -5820.278495941282        -8693.502756956063        -16.62549849197967        1455.810093922482         2175.647476710757         4534.082107234048         4000.444729602954         -5979.280211303674        -58.2730933308485         5819.099188563239         -8694.428778066198        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4509.539377085399        -4028.056623718701        -6018.33790687038         4617.229514394421         -3903.101547197613        -5827.925283178105        135.6349420764018         -5819.852819683118        -8692.855687807169        -120.4456161513808        1454.872198429453         2174.211224524886         4518.060770990211         4019.621719528484         -6007.961222422804        -84.23850708000828        5818.819701471599         -8694.02563347244         -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4493.310326730076        -4047.071844907943        -6046.750719092932        4632.507887279848         -3883.21331855774         -5798.189757922286        161.6340074845939         -5819.33744536317         -8692.074522232491        -224.1476238354226        1452.505231775198         2170.638703850535         4501.910813038761         4038.683983271389         -6036.470975613076        -110.2026411958504        5818.450410788791         -8693.488288639492        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4476.95440785028         -4065.972746493586        -6074.992737691311        4647.647431798221         -3863.208572676027        -5768.280075377057        187.6308517446741         -5818.732366917713        -8691.159250857134        -327.6303170959582        1448.715662822797         2164.939600058598         4485.633617771557         4057.631807267258         -6064.809897544095        -136.1650959692197        5817.991312276921         -8692.816735733926        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4460.472979829763        -4084.759611870162        -6103.064385382473        4662.646610070486         -3843.087010805757        -5738.195790774815        213.6250742329285         -5818.037577177631        -8690.10986265917         -430.7938499559532        1443.513794596889         2157.129332822195         4469.230552232009         4076.465476080775         -6092.978412084733        -162.1254715640098        5817.442400587868         -8692.010965264883        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4443.867385161866        -4103.432722546975        -6130.966082066661        4677.503863750549         -3822.848332503636        -5707.936456843585        239.6162741184817         -5817.253067868354        -8688.926344969135        -533.5403370513814        1436.913652585936         2147.228889333885         4452.702966428769         4095.185272396571         -6120.976940289373        -188.0833679900388        5816.80366926291          -8691.070966083615        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4427.138949752669        -4121.992358140153        -6158.698244815721        4692.217613636516         -3802.492235651967        -5677.501623840828        265.6040503357071         -5816.378829609253        -8687.608683469327        -635.774422678689         1428.932834750653         2135.264600123133         4436.052193642186         4113.791477010876         -6148.805900385647        -214.0383850754588        5816.075110732316         -8689.996725382909        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4410.288983218838        -4140.438796365634        -6186.261287862624        4706.786259272892         -3782.01841648246         -5646.890839589454        291.588001557393          -5815.4148519132          -8686.15686219318         -737.4038078628946        1419.592326791579         2121.267862767665         4419.279550724779         4132.284368824156         -6176.465707763477        -239.9901224395726        5815.256716314965         -8688.788228696387        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4393.318779178371        -4158.772313033027        -6213.655622592196        4721.20817854366          -3761.426569601666        -5616.103649516401        317.5677261667443         -5814.361123185954        -8684.570863524496        -838.339727869723         1408.916286962572         2105.274819910584         4402.386338394717         4150.664224834472         -6203.956774965234        -265.9381794653018        5814.348476217681         -8687.44545989779         -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4376.22961553582         -4176.993182040111        -6240.881657533115        4735.481727255916         -3740.716388017987        -5585.139596693771        343.5428222306073         -5813.217630725791        -8682.850668196523        -938.497374120343         1396.931805284956         2087.325998861998         4385.373841523542         4168.931320131873         -6231.279511677305        -291.8821552720037        5813.350379534822         -8685.968401200109        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4359.02275476075         -4195.101675368234        -6267.939798350941        4749.605238714255         -3719.887563170691        -5553.998221882604        369.5128874713555         -5811.984360722505        -8680.996255291044        -1037.796256143018        1383.66864239081          2067.465920637376         4368.243329417717         4187.085927893262         -6258.434324722621        -317.8216486874735        5812.262414247496         -8684.35703315468         -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4341.699444161204        -4213.098063078331        -6294.830447842251        4763.577023284975         -3698.939784960734        -5522.679063579562        395.4775192397065         -5810.661298256979        -8679.007602237281        -1136.160500927072        1369.158953392442         2045.742686546291         4350.996056094125         4205.128319378244         -6285.421618054388        -343.7562582208775        5811.084567222948         -8682.611334650152        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4324.260916150815        -4230.982613307715        -6321.554005929793        4777.395367949968         -3677.872741783503        -5491.181658066605        421.4363144870731         -5809.248427300277        -8676.884684810822        -1233.519088727713        1353.43700214618          2022.207550402949         4333.633260549919         4223.058763925423         -6312.241792750792        -369.6855820349301        5809.816824213747         -8680.731282911336        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4306.708388510684        -4248.755592267349        -6348.110869658529        4791.05853585084          -3656.686120563681        -5459.505539463571        447.3888697377406         -5807.745730712748        -8674.627477132351        -1329.806025933533        1336.538871072611         1996.914484120512         4316.1561670269           4240.877528949641         -6338.895247010732        -395.6092179183033        5808.459169857            -8678.716853498059        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4289.043064645783        -4266.417264239921        -6374.501433192723        4804.564765821735         -3635.379606792238        -5427.650239784285        473.3347810612759         -5806.153190243291        -8672.235951666342        -1424.960456983128        1318.502171348897         1969.91974392251          4298.565985270019         4258.584879939503         -6365.382376150432        -421.5267632578034        5807.011587673449         -8676.568020303836        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4271.266133836005        -4283.96789157833         -6400.726087813833        4817.912271911337         -3613.95288456569         -5395.615288995803        499.2736440445296         -5804.470786528225        -8669.710079219658        -1518.926718478499        1299.365757834428         1941.281443716871         4280.863910780812         4276.18108045595          -6391.703572601007        -447.4378150105476        5805.474060066597         -8674.284755554501        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4253.378771482036        -4301.407734704931        -6426.785221919185        4831.099242893513         -3592.405636627809        -5363.400215081376        525.2050537638715         -5802.698499090387        -8667.049828940086        -1611.654339577712        1279.169452565286         1911.05914137933          4263.051125065715         4293.666392130894         -6417.859225906825        -473.3419696763158        5803.846568321547         -8671.867029806715        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4235.382139346388        -4318.737052111101        -6452.67922102155         4844.123841766908         -3570.737544413627        -5331.004544107112        551.1286047571339         -5800.836306338024        -8664.255168314761        -1703.097993454663        1257.953780083946         1879.313442831844         4245.12879587902          4311.041074666806         -6443.849722724743        -499.2388232694357        5802.129092604155         -8669.314811946446        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4217.277385789261        -4335.956100357434        -6478.408467749396        4856.984205241431         -3548.948288096231        -5298.427800292397        577.0438909954391         -5798.884185563627        -8661.326063168468        -1793.21740510891         1235.759717282781         1846.105627913552         4227.098077461065         4328.305385836575         -6469.675446824069        -525.1279712906689        5800.321611959691         -8666.628069187253        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4199.065645999799        -4353.065134074452        -6503.973341847857        4869.67844321375          -3527.037546636158        -5265.669506084625        602.950505855144          -5796.842112942744        -8658.262477661905        -1881.977221100417        1212.628459851461         1811.49730115784          4208.96011077147          4345.45958148397          -6495.336779087229        -551.0090086991549        5798.424104311795         -8663.806767068585        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4180.748042222694        -4370.064405963611        -6529.374220180398        4882.204638229392         -3505.004997833661        -5232.729182237978        628.8480420895503         -5794.71006353281         -8655.064374289839        -1969.346846892324        1188.601206851425         1775.550069736404         4190.716023717658         4362.503915524518         -6520.834097511193        -576.8815298842383        5796.436546461249         -8660.850869453934        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4162.3256839799          -4386.954166798794        -6554.611476731181        4894.560844932043         -3482.85031838392         -5199.606347896784        654.7360918003251         -5792.488011271693        -8651.73171387917         -2055.300257433439        1163.718964405009         1738.325250031718         4172.366931378958         4379.438639946864         -6546.167777209484        -602.7451286371797        5794.358914084529         -8657.760338528911        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4143.799668288557        -4403.734665428405        -6579.685482607922        4906.745089499629         -3460.573183935456        -5166.300520683551        680.6142464091536         -5790.175928976387        -8648.264455586948        -2139.815786418098        1138.022369000159         1699.883603571754         4153.91393622593          4396.264004814497         -6571.338190414899        -628.5993981224019        5792.191181732604         -8654.535134799225        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4125.171079873748        -4420.406148777605        -6604.596606045394        4918.75536906661          -3438.17326915171         -5132.811216791815        706.4820966290426         -5787.773788341612        -8644.662556898227        -2222.875899359235        1111.551530480094         1660.285102418158         4135.35812833556          4412.980258267926         -6596.345706482753        -654.4439308494912        5789.933322829398         -8651.175217088603        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4106.440991377807        -4436.968861850968        -6629.345212409535        4930.589651132352         -3415.650247776066        -5099.137951084223        732.3392324355664         -5785.281559938274        -8640.925973623845        -2304.466955220967        1084.345894418831         1619.588723550361         4116.70058560191          4429.587646527216         -6621.190691894721        -680.2783186439774        5787.585309670307         -8647.680542536546        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4087.610463564866        -4453.423047735589        -6653.931664201955        4942.245872954663         -3393.003792700503        -5065.280237195882        758.1852430380532         -5782.699213211919        -8637.054659898175        -2384.578960910614        1056.444123277906         1577.852271334647         4097.9423739427           4446.086413894838         -6645.873510263176        -706.1021526189288        5785.147113420768         -8644.051066596032        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4068.680545521725        -4469.768947604462        -6678.356321065046        4953.721940928663         -3370.233576037892        -5031.237587643394        784.0197168504819         -5780.026716481079        -8633.048568176775        -2463.205322453461        1027.883995499287         1535.132226808273         4079.084547502047         4462.47680275896          -6670.394522336122        -731.915023145848         5782.618704114459         -8640.286743031233        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4049.652274854656        -4486.006800720148        -6702.619539787498        4965.015729950566         -3347.339269198274        -4997.009513939658        809.8422414623783         -5777.264036935725        -8628.907649233821        -2540.342596181144        998.7023215054069         1491.483622237603         4060.128148848773         4478.759053596907         -6694.75408600246         -757.716519825859         5780.000050651841         -8636.38752391492         -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4030.526677882415        -4502.136844438763        -6726.721674310291        4976.125082765066         -3324.320542969246        -4962.595526715013        835.6524036095361         -5774.411140635348        -8624.63185215967         -2615.990242781758        968.934875449806          1446.959939218024         4041.074209171231         4494.933404979063         -6718.952556297867        -783.5062314601964        5777.291120798211         -8632.353359625966        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-4011.304769825423        -4518.159314214281        -6750.663075733086        4987.047809297103         -3301.177067600569        -4927.995135844612        861.449789144448          -5771.4679925073          -8620.221124358155        -2690.150386592955        938.6163414793264         1401.613028462336         4021.923748468049         4511.000093573035         -6742.990285410968        -809.2837460212177        5774.491881182126         -8628.184198846706        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3991.987554991385        -4534.074443602964        -6774.444092320977        4997.781685966649         -3277.908512893395        -4893.207850582708        887.2339830068522         -5768.434556344931        -8615.675411543809        -2762.827582083817        907.7802732282435         1355.493049363533         4002.677775735327         4526.959354147984         -6766.867622690028        -835.0486506226589        5771.602297293313         -8623.879988560104        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3972.576026957133        -4549.882464268245        -6798.065069511737        5008.32445498649          -3254.514548294101        -4858.233179703908        913.0045691939886         -5765.310794805584        -8610.994657739153        -2834.028589067631        876.4590652557672         1308.648427406326         3983.337289150222         4542.811419579404         -6790.584914649909        -860.8005314903567        5768.622333480977         -8619.440674047044        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3953.071168747207        -4565.583605985768        -6821.52634992321         5018.673823642137         -3230.994842993096        -4823.070631651848        938.7611307303887         -5762.096669408755        -8606.178805271658        -2903.762157824414        844.6839351593808         1261.125827531272         3963.903276250639         4558.55652085389          -6814.142504979478        -886.5389739320381        5765.551952951675         -8614.866198883261        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3933.473953008885        -4581.178096648451        -6844.828273361316        5028.827463553753         -3207.34906602875         -4787.719714695661        964.5032496382482         -5758.792140533857        -8601.22779477085         -2972.038824990042        812.4849151351955         1212.97014161633          3944.376714112295         4574.194887074409         -6837.540734549344        -912.2635623078095        5762.391117767314         -8610.156504936429        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3913.785342183837        -4596.666162272129        -6867.971176828025        5038.783009919338         -3183.576886396826        -4752.179937094479        990.2305069066351         -5755.397167418327        -8596.141565165119        -3038.87072078255         779.8908518152894         1164.224488325708         3924.75856952148          4589.726745465508         -6860.779941419838        -937.9738799997722        5759.139788843051         -8605.311532362975        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3894.006288676697        -4612.048027001118        -6890.955394529956        5048.538060738647         -3159.677973165497        -4716.45080727055         1015.942482461513         -5751.911708155385        -8590.920053678594        -3104.271387895569        746.9294132789655         1114.930223678239         3905.049799144908         4605.152321378991         -6883.860460849421        -963.6695093817543        5755.797925945197         -8600.331219604894        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3874.137735020136        -4627.323913113971        -6913.781257887036        5058.090176017373         -3135.651995596359        -4680.531833991074        1041.638755134714         -5748.335719691764        -8585.563195827883        -3168.25561217923         713.6271022119909         1065.126960801528         3885.251349696715         4620.471838299563         -6906.782625303196        -989.350031789043         5752.365487688832         -8595.215503386455        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3854.180614037206        -4642.494041029626        -6936.44909554148         5067.436876950902         -3111.498623271618        -4644.422526559618        1067.318902633211         -5744.669157825498        -8580.070925418608        -3230.839265057293        680.0092742681445         1014.852597458812         3865.364158101671         4635.685517850827         -6929.546764461949        -1015.015027487418        5748.842431535712         -8589.964318710816        -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
-3834.135849000479        -4657.558629313397        -6958.959233367015        5076.575645086938         -3087.217526227789        -4608.122395017068        1092.982501508319         -5740.911977203592        -8574.443174542088        -3292.039157488558        646.1001607707585         964.1433500587591         3845.389151655603         4650.793579801277         -6952.153205231094        -1040.66407564265         5745.228713791672         -8584.5775988565          -513.9730721704545        5804.551181798248         -8670.735035084406        -4849.092309713829        3551.288166232058         -5304.850927869586        
